Pt Langhammer ACS Nano Vol. 5 #4 2011
1 0 0 2 3
lamdba eps1 eps1
1.23984	-23.10402	42.75488
1.20337	-22.80699	41.12078
1.16899	-22.48707	39.58757
1.13652	-22.12834	38.15949
1.1058	-21.71858	36.83973
1.0767	-21.26945	35.62216
1.0491	-20.80222	34.49559
1.02287	-20.3382	33.44876
0.99792	-19.89624	32.47042
0.97416	-19.46682	31.54931
0.95151	-19.0221	30.67419
0.92988	-18.53393	29.83527
0.90922	-17.98546	29.02721
0.88945	-17.40232	28.24554
0.87053	-16.82013	27.4858
0.85239	-16.2745	26.74352
0.83499	-15.79583	26.01421
0.81829	-15.38124	25.29342
0.80225	-15.01485	24.57681
0.78682	-14.68077	23.86475
0.77198	-14.36311	23.16333
0.75768	-14.04598	22.47897
0.7439	-13.71885	21.81807
0.73062	-13.38623	21.18707
0.7178	-13.05527	20.59238
0.70543	-12.7331	20.04037
0.69347	-12.42686	19.53347
0.68191	-12.14368	19.06689
0.67073	-11.89061	18.63512
0.65991	-11.66953	18.23264
0.64944	-11.47436	17.85391
0.63929	-11.29834	17.49341
0.62946	-11.13472	17.14563
0.61992	-10.97674	16.80503
0.61067	-10.81765	16.46636
0.60169	-10.65068	16.12865
0.59297	-10.46933	15.79431
0.5845	-10.27252	15.46581
0.57626	-10.06453	15.14564
0.56826	-9.84985	14.83629
0.56048	-9.63299	14.54025
0.5529	-9.41845	14.26
0.54553	-9.21073	13.99802
0.53835	-9.0139		13.75675
0.53136	-8.82809	13.53641
0.52455	-8.65123	13.33429
0.51791	-8.48121	13.1475
0.51143	-8.31594	12.97317
0.50512	-8.1533		12.80838
0.49896	-7.99121	12.65026
0.49295	-7.82822	12.4959
0.48708	-7.66614	12.34243
0.48135	-7.50772	12.18694
0.47575	-7.35572	12.02655
0.47028	-7.21289	11.85863
0.46494	-7.08201	11.68369
0.45972	-6.96553	11.50421
0.45461	-6.86252	11.32273
0.44961	-6.76987	11.14179
0.44473	-6.68447	10.9639
0.43994	-6.60318	10.79161
0.43526	-6.52288	10.62744
0.43068	-6.44044	10.47392
0.42619	-6.35273	10.33358
0.4218	-6.2573		10.2082
0.4175	-6.15613	10.0961
0.41328	-6.05292	9.99466
0.40915	-5.95143	9.90126
0.4051	-5.85536	9.81329
0.40112	-5.76696	9.72812
0.39723	-5.68446	9.64313
0.39341	-5.60548	9.5557
0.38966	-5.52763	9.46321
0.38599	-5.44851	9.36305
0.38238	-5.36577	9.25403
0.37884	-5.27865	9.13763
0.37536	-5.18845	9.01564
0.37195	-5.09662	8.88985
0.3686	-5.00461	8.76207
0.36531	-4.91386	8.63407
0.36208	-4.82575	8.50765
0.3589	-4.74143	8.3846
0.35578	-4.66205	8.26672
0.35271	-4.58875	8.15571
0.3497	-4.52264	8.05191
0.34673	-4.46489	7.95443
0.34382	-4.41618	7.86235
0.34096	-4.37495	7.77475
0.33814	-4.33889	7.69069
0.33537	-4.30569	7.60927
0.33264	-4.27304	7.52954
0.32996	-4.23861	7.45059
0.32732	-4.20021	7.37149
0.32472	-4.15678	7.29132
0.32216	-4.10815	7.20925
0.31965	-4.05411	7.12504
0.31717	-3.99448	7.03872
0.31473	-3.92922	6.95032
0.31233	-3.85905	6.85988
0.30996	-3.78487	6.76742
